Job_ID,Job_Title,Job_Description,Skills,Experience_Level,Location,Salary_INR,Posting_Date
JOB-00093,Data Analyst,"Exciting opportunity for a Data Analyst! Must be proficient in Statistics, Power BI, Excel, Data Visualization, Python, Tableau, R, Google Analytics. Key responsibilities include creating dashboards and data quality assurance.","Statistics, Power BI, Excel, Data Visualization, Python, Tableau, R, Google Analytics",Junior (1-3 yrs),Toronto,748000.0,2021-07-11
JOB-00094,Database Administrator,"Hiring a Database Administrator with strong expertise in Python, MongoDB, Database Tuning, SQL. You will performance tuning and backup and recovery and drive innovation in our technology stack.","Python, MongoDB, Database Tuning, SQL",Mid (3-5 yrs),Berlin,1157000.0,2019-11-10
JOB-00095,Cybersecurity Analyst,"Join our growing team as a Cybersecurity Analyst. Required skills: Python, Incident Response, Network Security, Encryption, Linux, Firewalls, Penetration Testing. This role involves incident response and threat detection and collaborating with cross-functional teams.","Python, Incident Response, Network Security, Encryption, Linux, Firewalls, Penetration Testing",Junior (1-3 yrs),Chennai,976000.0,2022-12-22
JOB-00096,Business Intelligence Analyst,"We are looking for a skilled Business Intelligence Analyst to join our team. The ideal candidate should have experience with Power BI, SQL, Data Warehousing, Statistics, ETL, Excel, DAX. You will be responsible for data modeling and building BI dashboards.","Power BI, SQL, Data Warehousing, Statistics, ETL, Excel, DAX",Senior (5-8 yrs),Jaipur,1746000.0,2022-09-12
JOB-00097,QA Engineer,"Join our growing team as a QA Engineer. Required skills: JIRA, Performance Testing, Manual Testing. This role involves quality assurance and test automation and collaborating with cross-functional teams.","JIRA, Performance Testing, Manual Testing",Principal (12+ yrs),Toronto,5333000.0,2020-10-10
JOB-00098,Site Reliability Engineer,"We need an experienced Site Reliability Engineer who can work with Bash, Monitoring, Incident Management. The role focuses on incident management and performance optimization and delivering high-quality solutions.","Bash, Monitoring, Incident Management",Mid (3-5 yrs),Delhi NCR,1513000.0,2023-09-18
JOB-00099,Cloud Architect,"Hiring a Cloud Architect with strong expertise in AWS, Kubernetes, Security, CloudFormation, Networking, Microservices. You will migration planning and security architecture and drive innovation in our technology stack.","AWS, Kubernetes, Security, CloudFormation, Networking, Microservices",Fresher (0-1 yrs),London,320000.0,2025-03-20
JOB-00100,AI Engineer,"Join our growing team as a AI Engineer. Required skills: TensorFlow, OpenAI, MLOps, LangChain, Computer Vision, Docker, NLP, Transformers. This role involves developing AI solutions and integrating AI into products and collaborating with cross-functional teams.","TensorFlow, OpenAI, MLOps, LangChain, Computer Vision, Docker, NLP, Transformers",Lead (8-12 yrs),Hyderabad,3657000.0,2020-03-14
JOB-00101,Cloud Architect,"Join our growing team as a Cloud Architect. Required skills: Security, Docker, Azure, CloudFormation, Terraform. This role involves designing cloud infrastructure and security architecture and collaborating with cross-functional teams.","Security, Docker, Azure, CloudFormation, Terraform",Junior (1-3 yrs),Seattle,813000.0,2023-09-09
JOB-00102,Database Administrator,"We need an experienced Database Administrator who can work with Data Modeling, Database Tuning, SQL, Backup Recovery, Linux, Python, MongoDB, MySQL. The role focuses on database management and performance tuning and delivering high-quality solutions.","Data Modeling, Database Tuning, SQL, Backup Recovery, Linux, Python, MongoDB, MySQL",Junior (1-3 yrs),Berlin,883000.0,2024-05-21
JOB-00103,Business Intelligence Analyst,"Exciting opportunity for a Business Intelligence Analyst! Must be proficient in Data Warehousing, Tableau, Power BI, Statistics, Excel. Key responsibilities include report automation and business requirements analysis.","Data Warehousing, Tableau, Power BI, Statistics, Excel",Mid (3-5 yrs),New York,1285000.0,2021-08-07
JOB-00104,QA Engineer,"Hiring a QA Engineer with strong expertise in Agile, Test Automation, Manual Testing. You will performance testing and bug tracking and drive innovation in our technology stack.","Agile, Test Automation, Manual Testing",Junior (1-3 yrs),Kochi,548000.0,2019-08-08
JOB-00105,AI Engineer,"Join our growing team as a AI Engineer. Required skills: Docker, Computer Vision, Deep Learning, PyTorch, OpenAI, NLP, Transformers. This role involves research and prototyping and developing AI solutions and collaborating with cross-functional teams.","Docker, Computer Vision, Deep Learning, PyTorch, OpenAI, NLP, Transformers",Fresher (0-1 yrs),London,327000.0,2022-05-16
JOB-00106,Database Administrator,"We need an experienced Database Administrator who can work with Linux, MongoDB, SQL, Backup Recovery, Data Modeling, Oracle, PostgreSQL, Python. The role focuses on performance tuning and data migration and delivering high-quality solutions.","Linux, MongoDB, SQL, Backup Recovery, Data Modeling, Oracle, PostgreSQL, Python",Fresher (0-1 yrs),Austin,420000.0,2023-07-12
JOB-00107,QA Engineer,"We are looking for a skilled QA Engineer to join our team. The ideal candidate should have experience with Performance Testing, Python, Java, Selenium, Test Automation. You will be responsible for performance testing and bug tracking.","Performance Testing, Python, Java, Selenium, Test Automation",Mid (3-5 yrs),Kolkata,1404000.0,2021-06-18
JOB-00108,Mobile App Developer,"We need an experienced Mobile App Developer who can work with Firebase, React Native, iOS, Android, TypeScript, JavaScript, Git. The role focuses on performance optimization and app store deployment and delivering high-quality solutions.","Firebase, React Native, iOS, Android, TypeScript, JavaScript, Git",Mid (3-5 yrs),Sydney,1275000.0,2019-10-24
JOB-00109,Full Stack Developer,"We need an experienced Full Stack Developer who can work with Git, CSS, Docker, JavaScript, TypeScript, Angular. The role focuses on frontend UI development and building web applications and delivering high-quality solutions.","Git, CSS, Docker, JavaScript, TypeScript, Angular",Junior (1-3 yrs),Austin,861000.0,2025-10-19
JOB-00110,Backend Developer,"We are looking for a skilled Backend Developer to join our team. The ideal candidate should have experience with SQL, Java, PostgreSQL, Python, RabbitMQ, Redis, Kubernetes, Node.js. You will be responsible for microservices architecture and database optimization.","SQL, Java, PostgreSQL, Python, RabbitMQ, Redis, Kubernetes, Node.js",Junior (1-3 yrs),Seattle,705000.0,2021-07-23
JOB-00111,Mobile App Developer,"Join our growing team as a Mobile App Developer. Required skills: Git, REST API, React Native, Firebase, JavaScript, iOS, TypeScript. This role involves performance optimization and building mobile applications and collaborating with cross-functional teams.","Git, REST API, React Native, Firebase, JavaScript, iOS, TypeScript",Principal (12+ yrs),Jaipur,5107000.0,2021-12-22
JOB-00112,Software Engineer,"Exciting opportunity for a Software Engineer! Must be proficient in Linux, JavaScript, REST API, Git, Data Structures. Key responsibilities include technical documentation and software design.","Linux, JavaScript, REST API, Git, Data Structures",Mid (3-5 yrs),Dublin,897000.0,2021-12-09
JOB-00113,Software Engineer,"We are looking for a skilled Software Engineer to join our team. The ideal candidate should have experience with Python, Git, REST API, SQL, Data Structures, Linux, Docker, Agile. You will be responsible for software design and writing clean code.","Python, Git, REST API, SQL, Data Structures, Linux, Docker, Agile",Mid (3-5 yrs),Seattle,910000.0,2020-09-23
JOB-00114,Data Analyst,"Hiring a Data Analyst with strong expertise in Data Visualization, Statistics, Pandas. You will data quality assurance and creating dashboards and drive innovation in our technology stack.","Data Visualization, Statistics, Pandas",Lead (8-12 yrs),Delhi NCR,3765000.0,2019-03-01
JOB-00115,AI Engineer,"Join our growing team as a AI Engineer. Required skills: MLOps, Python, TensorFlow, Deep Learning, Docker. This role involves research and prototyping and training deep learning models and collaborating with cross-functional teams.","MLOps, Python, TensorFlow, Deep Learning, Docker",Junior (1-3 yrs),Hyderabad,967000.0,2025-03-14
JOB-00116,Data Analyst,"Join our growing team as a Data Analyst. Required skills: Power BI, Excel, Statistics. This role involves data quality assurance and analyzing business metrics and collaborating with cross-functional teams.","Power BI, Excel, Statistics",Lead (8-12 yrs),Chennai,2990000.0,2020-11-18
JOB-00117,Data Engineer,"Hiring a Data Engineer with strong expertise in Apache Spark, Python, Airflow, ETL, Hadoop, SQL, Data Warehousing, Kafka. You will data warehousing and building data pipelines and drive innovation in our technology stack.","Apache Spark, Python, Airflow, ETL, Hadoop, SQL, Data Warehousing, Kafka",Fresher (0-1 yrs),Pune,420000.0,2024-09-11
JOB-00118,Cloud Architect,"We need an experienced Cloud Architect who can work with Docker, Kubernetes, Linux, AWS, Serverless, CloudFormation. The role focuses on cost optimization and migration planning and delivering high-quality solutions.","Docker, Kubernetes, Linux, AWS, Serverless, CloudFormation",Principal (12+ yrs),Kochi,3736000.0,2021-04-02
JOB-00119,Full Stack Developer,"We need an experienced Full Stack Developer who can work with CSS, MongoDB, Git, HTML, Docker, Node.js, REST API, React. The role focuses on designing RESTful APIs and building web applications and delivering high-quality solutions.","CSS, MongoDB, Git, HTML, Docker, Node.js, REST API, React",Senior (5-8 yrs),Toronto,2172000.0,2022-10-12
JOB-00120,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Vulnerability Assessment, SIEM, Network Security. You will security audits and incident response and drive innovation in our technology stack.","Vulnerability Assessment, SIEM, Network Security",Lead (8-12 yrs),Delhi NCR,3059000.0,2024-09-07
JOB-00121,Machine Learning Engineer,"Join our growing team as a Machine Learning Engineer. Required skills: Kubernetes, Python, Computer Vision, PyTorch, Docker, Scikit-learn, Deep Learning. This role involves building ML pipelines and deploying ML models to production and collaborating with cross-functional teams.","Kubernetes, Python, Computer Vision, PyTorch, Docker, Scikit-learn, Deep Learning",Mid (3-5 yrs),London,1379000.0,2018-08-22
JOB-00122,Machine Learning Engineer,"Hiring a Machine Learning Engineer with strong expertise in Python, TensorFlow, Kubernetes, Computer Vision, Deep Learning, Scikit-learn, NLP. You will feature engineering and optimizing model performance and drive innovation in our technology stack.","Python, TensorFlow, Kubernetes, Computer Vision, Deep Learning, Scikit-learn, NLP",Principal (12+ yrs),San Francisco,5428000.0,2024-11-24
JOB-00123,QA Engineer,"We need an experienced QA Engineer who can work with Agile, Python, Java, JIRA. The role focuses on bug tracking and quality assurance and delivering high-quality solutions.","Agile, Python, Java, JIRA",Junior (1-3 yrs),Bangalore,917000.0,2021-03-24
JOB-00124,Site Reliability Engineer,"We are looking for a skilled Site Reliability Engineer to join our team. The ideal candidate should have experience with Kubernetes, Python, AWS, Docker, Linux. You will be responsible for ensuring system reliability and capacity planning.","Kubernetes, Python, AWS, Docker, Linux",Fresher (0-1 yrs),Mumbai,372000.0,2024-07-20
JOB-00125,Cloud Architect,"Exciting opportunity for a Cloud Architect! Must be proficient in AWS, Microservices, Networking, Terraform, Security, CloudFormation, Linux, Azure. Key responsibilities include security architecture and designing cloud infrastructure.","AWS, Microservices, Networking, Terraform, Security, CloudFormation, Linux, Azure",Principal (12+ yrs),Austin,4652000.0,2022-05-08
JOB-00126,Product Manager (Tech),"Hiring a Product Manager (Tech) with strong expertise in Data Analysis, Agile, JIRA, Product Strategy, A/B Testing. You will feature prioritization and user research and drive innovation in our technology stack.","Data Analysis, Agile, JIRA, Product Strategy, A/B Testing",Mid (3-5 yrs),London,1553000.0,2021-08-02
JOB-00127,QA Engineer,"Join our growing team as a QA Engineer. Required skills: Test Automation, Performance Testing, JIRA, API Testing, Agile, Python. This role involves quality assurance and performance testing and collaborating with cross-functional teams.","Test Automation, Performance Testing, JIRA, API Testing, Agile, Python",Senior (5-8 yrs),Dublin,2465000.0,2024-01-18
